"scenario","name","country_code","period","tfr"
2,"Lao People's Democratic Republic",418,"2025-2030",2.306
2,"Lebanon",422,"2025-2030",1.971
2,"Lesotho",426,"2025-2030",2.798
2,"Latvia",428,"2025-2030",1.539
2,"Liberia",430,"2025-2030",3.616
2,"Libyan Arab Jamahiriya",434,"2025-2030",2.365
2,"Bahamas",44,"2025-2030",1.376
2,"Lithuania",440,"2025-2030",1.66
2,"Luxembourg",442,"2025-2030",1.395
2,"Macao Special Administrative Region of China",446,"2025-2030",0.915
2,"Madagascar",450,"2025-2030",3.412
2,"Malawi",454,"2025-2030",3.695
2,"Malaysia",458,"2025-2030",1.58
2,"Maldives",462,"2025-2030",1.612
2,"Mali",466,"2025-2030",5.343
2,"Malta",470,"2025-2030",1.196
2,"Martinique",474,"2025-2030",2.03
2,"Mauritania",478,"2025-2030",3.916
2,"Bahrain",48,"2025-2030",1.695
2,"Mauritius",480,"2025-2030",1.429
2,"Mexico",484,"2025-2030",1.908
2,"Mongolia",496,"2025-2030",2.84
2,"Republic of Moldova",498,"2025-2030",1.642
2,"Montenegro",499,"2025-2030",1.683
2,"Bangladesh",50,"2025-2030",1.833
2,"Morocco",504,"2025-2030",2.198
2,"Mozambique",508,"2025-2030",4.074
2,"Armenia",51,"2025-2030",1.704
2,"Oman",512,"2025-2030",2.567
2,"Namibia",516,"2025-2030",2.945
2,"Barbados",52,"2025-2030",1.646
2,"Nepal",524,"2025-2030",1.942
2,"Netherlands",528,"2025-2030",1.571
2,"Curaçao",531,"2025-2030",1.45
2,"Aruba",533,"2025-2030",1.511
2,"New Caledonia",540,"2025-2030",1.889
2,"Vanuatu",548,"2025-2030",3.314
2,"Central Asia",5500,"2025-2030",2.801
2,"Southern Asia",5501,"2025-2030",2.086
2,"New Zealand",554,"2025-2030",1.611
2,"Nicaragua",558,"2025-2030",2.186
2,"Belgium",56,"2025-2030",1.551
2,"Niger",562,"2025-2030",6.376
2,"Nigeria",566,"2025-2030",4.846
2,"Norway",578,"2025-2030",1.527
2,"Micronesia (Federated States of)",583,"2025-2030",2.64
2,"Pakistan",586,"2025-2030",3.341
2,"Panama",591,"2025-2030",2.174
2,"Papua New Guinea",598,"2025-2030",2.816
2,"Paraguay",600,"2025-2030",2.367
2,"Peru",604,"2025-2030",2.011
2,"Philippines",608,"2025-2030",2.519
2,"Poland",616,"2025-2030",1.455
2,"Portugal",620,"2025-2030",1.447
2,"Guinea-Bissau",624,"2025-2030",3.528
2,"Timor-Leste",626,"2025-2030",2.876
2,"Puerto Rico",630,"2025-2030",1.041
2,"Qatar",634,"2025-2030",1.554
2,"Reunion",638,"2025-2030",2.15
2,"Bhutan",64,"2025-2030",1.495
2,"Romania",642,"2025-2030",1.602
2,"Russian Federation",643,"2025-2030",1.493
2,"Rwanda",646,"2025-2030",3.503
2,"Saint Lucia",662,"2025-2030",1.477
2,"Saint Vincent and the Grenadines",670,"2025-2030",1.788
2,"Sao Tome and Principe",678,"2025-2030",3.445
2,"Bolivia (Plurinational State of)",68,"2025-2030",2.438
2,"Saudi Arabia",682,"2025-2030",2.22
2,"Senegal",686,"2025-2030",3.944
2,"Serbia",688,"2025-2030",1.55
2,"Seychelles",690,"2025-2030",2.178
2,"Sierra Leone",694,"2025-2030",3.592
2,"Bosnia and Herzegovina",70,"2025-2030",1.572
2,"Singapore",702,"2025-2030",1.124
2,"Slovakia",703,"2025-2030",1.652
2,"Viet Nam",704,"2025-2030",1.78
2,"Slovenia",705,"2025-2030",1.622
2,"Somalia",706,"2025-2030",6.069
2,"South Africa",710,"2025-2030",2.139
2,"Zimbabwe",716,"2025-2030",3.086
2,"Botswana",72,"2025-2030",2.481
2,"Spain",724,"2025-2030",1.205
2,"South Sudan",728,"2025-2030",4.2
2,"Sudan",729,"2025-2030",4.019
2,"Western Sahara",732,"2025-2030",2.011
2,"Suriname",740,"2025-2030",2.268
2,"Swaziland",748,"2025-2030",2.612
2,"Sweden",752,"2025-2030",1.674
2,"Switzerland",756,"2025-2030",1.444
2,"Brazil",76,"2025-2030",1.563
2,"Syrian Arab Republic",760,"2025-2030",2.488
2,"Tajikistan",762,"2025-2030",2.947
2,"Thailand",764,"2025-2030",1.405
2,"Togo",768,"2025-2030",3.819
2,"Tonga",776,"2025-2030",3.07
2,"Trinidad and Tobago",780,"2025-2030",1.687
2,"United Arab Emirates",784,"2025-2030",1.331
2,"Tunisia",788,"2025-2030",2.006
2,"Turkey",792,"2025-2030",1.741
2,"Turkmenistan",795,"2025-2030",2.705
2,"Albania",8,"2025-2030",1.64
2,"Uganda",800,"2025-2030",4.243
2,"Ukraine",804,"2025-2030",1.154
2,"The former Yugoslav Republic of Macedonia",807,"2025-2030",1.56
2,"Egypt",818,"2025-2030",2.794
2,"United Kingdom of Great Britain and Northern Ireland",826,"2025-2030",1.574
2,"United Republic of Tanzania",834,"2025-2030",4.29
2,"Belize",84,"2025-2030",2.021
2,"United States of America",840,"2025-2030",1.647
2,"United States Virgin Islands",850,"2025-2030",1.942
2,"Burkina Faso",854,"2025-2030",4.382
2,"Uruguay",858,"2025-2030",1.438
2,"Uzbekistan",860,"2025-2030",2.726
2,"Venezuela (Bolivarian Republic of)",862,"2025-2030",2.013
2,"Samoa",882,"2025-2030",3.677
2,"Yemen",887,"2025-2030",3.385
2,"Zambia",894,"2025-2030",3.751
2,"Solomon Islands",90,"2025-2030",3.679
2,"World",900,"2025-2030",2.264
2,"Africa",903,"2025-2030",3.974
2,"Latin America and the Caribbean",904,"2025-2030",1.814
2,"Northern America",905,"2025-2030",1.626
2,"Eastern Asia",906,"2025-2030",1.244
2,"Europe",908,"2025-2030",1.485
2,"Oceania",909,"2025-2030",2.024
2,"Eastern Africa",910,"2025-2030",3.84
2,"Middle Africa",911,"2025-2030",5.067
2,"Northern Africa",912,"2025-2030",2.894
2,"Southern Africa",913,"2025-2030",2.215
2,"Western Africa",914,"2025-2030",4.583
2,"Caribbean",915,"2025-2030",2.015
2,"Central America",916,"2025-2030",1.976
2,"South-Eastern Asia",920,"2025-2030",1.987
2,"Western Asia",922,"2025-2030",2.388
2,"Eastern Europe",923,"2025-2030",1.46
2,"Northern Europe",924,"2025-2030",1.588
2,"Southern Europe",925,"2025-2030",1.312
2,"Western Europe",926,"2025-2030",1.609
2,"Australia and New Zealand",927,"2025-2030",1.58
2,"Melanesia",928,"2025-2030",2.827
2,"South America",931,"2025-2030",1.72
2,"Asia",935,"2025-2030",1.878
2,"Micronesia",954,"2025-2030",2.702
2,"Polynesia",957,"2025-2030",2.592
2,"Brunei Darussalam",96,"2025-2030",1.748
2,"Bulgaria",100,"2030-2035",1.603
2,"Myanmar",104,"2030-2035",1.846
2,"Burundi",108,"2030-2035",4.056
2,"Belarus",112,"2030-2035",1.504
2,"Cambodia",116,"2030-2035",2.037
2,"Algeria",12,"2030-2035",2.541
2,"Cameroon",120,"2030-2035",3.548
2,"Canada",124,"2030-2035",1.454
2,"Cape Verde",132,"2030-2035",1.745
2,"Central African Republic",140,"2030-2035",4.95
2,"Sri Lanka",144,"2030-2035",1.714
2,"Chad",148,"2030-2035",5.176
2,"Chile",152,"2030-2035",1.427
2,"China",156,"2030-2035",1.245
2,"Taiwan Province of China",158,"2030-2035",1.169
2,"Colombia",170,"2030-2035",1.674
2,"Comoros",174,"2030-2035",3.257
2,"Mayotte",175,"2030-2035",4.739
2,"Congo",178,"2030-2035",3.32
2,"Democratic Republic of the Congo",180,"2030-2035",5.068
2,"Costa Rica",188,"2030-2035",1.469
2,"Croatia",191,"2030-2035",1.549
2,"Cuba",192,"2030-2035",1.646
2,"Cyprus",196,"2030-2035",1.346
2,"Czech Republic",203,"2030-2035",1.651
2,"Benin",204,"2030-2035",4.082
2,"Denmark",208,"2030-2035",1.748
2,"Dominican Republic",214,"2030-2035",2.014
2,"Ecuador",218,"2030-2035",1.814
2,"El Salvador",222,"2030-2035",1.761
2,"Equatorial Guinea",226,"2030-2035",3.264
2,"Ethiopia",231,"2030-2035",3.371
2,"Eritrea",232,"2030-2035",3.31
2,"Estonia",233,"2030-2035",1.681
2,"Angola",24,"2030-2035",4.124
2,"Fiji",242,"2030-2035",2.239
2,"Finland",246,"2030-2035",1.546
2,"France",250,"2030-2035",1.791
2,"French Guiana",254,"2030-2035",2.836
2,"French Polynesia",258,"2030-2035",1.796
2,"Djibouti",262,"2030-2035",2.322
2,"Gabon",266,"2030-2035",2.793
2,"Georgia",268,"2030-2035",1.843
2,"Gambia",270,"2030-2035",3.482
2,"Occupied Palestinian Territory",275,"2030-2035",2.947
2,"Germany",276,"2030-2035",1.507
2,"Antigua and Barbuda",28,"2030-2035",1.375
2,"Ghana",288,"2030-2035",3.144
2,"Kiribati",296,"2030-2035",2.709
2,"Greece",300,"2030-2035",1.411
2,"Grenada",308,"2030-2035",1.746
2,"Azerbaijan",31,"2030-2035",1.686
2,"Guadeloupe",312,"2030-2035",2.07
2,"Guam",316,"2030-2035",2.389
2,"Argentina",32,"2030-2035",1.702
2,"Guatemala",320,"2030-2035",2.226
2,"Guinea",324,"2030-2035",3.59
2,"Guyana",328,"2030-2035",2.222
2,"Haiti",332,"2030-2035",2.405
2,"Honduras",340,"2030-2035",2.025
2,"Hong Kong Special Administrative Region of China",344,"2030-2035",0.973
2,"Hungary",348,"2030-2035",1.471
2,"Iceland",352,"2030-2035",1.79
2,"India",356,"2030-2035",1.776
2,"Australia",36,"2030-2035",1.574
2,"Indonesia",360,"2030-2035",1.848
2,"Iran (Islamic Republic of)",364,"2030-2035",1.627
2,"Iraq",368,"2030-2035",2.752
2,"Ireland",372,"2030-2035",1.649
2,"Israel",376,"2030-2035",2.617
2,"Italy",380,"2030-2035",1.306
2,"Cote d'Ivoire",384,"2030-2035",3.555
2,"Jamaica",388,"2030-2035",1.447
2,"Japan",392,"2030-2035",1.381
2,"Kazakhstan",398,"2030-2035",2.655
2,"Afghanistan",4,"2030-2035",3.78
2,"Austria",40,"2030-2035",1.449
2,"Jordan",400,"2030-2035",2.318
2,"Kenya",404,"2030-2035",2.832
2,"Democratic People's Republic of Korea",408,"2030-2035",1.405
2,"Republic of Korea",410,"2030-2035",1.006
2,"Kuwait",414,"2030-2035",1.756
2,"Kyrgyzstan",417,"2030-2035",2.625
2,"Lao People's Democratic Republic",418,"2030-2035",2.163
2,"Lebanon",422,"2030-2035",1.851
2,"Lesotho",426,"2030-2035",2.635
2,"Latvia",428,"2030-2035",1.542
2,"Liberia",430,"2030-2035",3.259
2,"Libyan Arab Jamahiriya",434,"2030-2035",2.201
2,"Bahamas",44,"2030-2035",1.402
2,"Lithuania",440,"2030-2035",1.75
2,"Luxembourg",442,"2030-2035",1.43
2,"Macao Special Administrative Region of China",446,"2030-2035",0.957
2,"Madagascar",450,"2030-2035",3.077
2,"Malawi",454,"2030-2035",3.432
2,"Malaysia",458,"2030-2035",1.557
2,"Maldives",462,"2030-2035",1.577
2,"Mali",466,"2030-2035",4.787
2,"Malta",470,"2030-2035",1.243
2,"Martinique",474,"2030-2035",2.047
2,"Mauritania",478,"2030-2035",3.551
2,"Bahrain",48,"2030-2035",1.611
2,"Mauritius",480,"2030-2035",1.452
2,"Mexico",484,"2030-2035",1.852
2,"Mongolia",496,"2030-2035",2.759
2,"Republic of Moldova",498,"2030-2035",1.589
2,"Montenegro",499,"2030-2035",1.634
2,"Bangladesh",50,"2030-2035",1.736
2,"Morocco",504,"2030-2035",2.085
2,"Mozambique",508,"2030-2035",3.657
2,"Armenia",51,"2030-2035",1.751
2,"Oman",512,"2030-2035",2.381
2,"Namibia",516,"2030-2035",2.711
2,"Barbados",52,"2030-2035",1.639
2,"Nepal",524,"2030-2035",1.827
2,"Netherlands",528,"2030-2035",1.598
2,"Curaçao",531,"2030-2035",1.411
2,"Aruba",533,"2030-2035",1.481
2,"New Caledonia",540,"2030-2035",1.835
2,"Vanuatu",548,"2030-2035",3.034
2,"Central Asia",5500,"2030-2035",2.591
2,"Southern Asia",5501,"2030-2035",1.998
2,"New Zealand",554,"2030-2035",1.626
2,"Nicaragua",558,"2030-2035",2.061
2,"Belgium",56,"2030-2035",1.568
2,"Niger",562,"2030-2035",5.92
2,"Nigeria",566,"2030-2035",4.558
2,"Norway",578,"2030-2035",1.594
2,"Micronesia (Federated States of)",583,"2030-2035",2.542
2,"Pakistan",586,"2030-2035",3.148
2,"Panama",591,"2030-2035",2.042
2,"Papua New Guinea",598,"2030-2035",2.557
2,"Paraguay",600,"2030-2035",2.208
2,"Peru",604,"2030-2035",1.907
2,"Philippines",608,"2030-2035",2.374
2,"Poland",616,"2030-2035",1.497
2,"Portugal",620,"2030-2035",1.511
2,"Guinea-Bissau",624,"2030-2035",3.176
2,"Timor-Leste",626,"2030-2035",2.631
2,"Puerto Rico",630,"2030-2035",1.111
2,"Qatar",634,"2030-2035",1.499
2,"Reunion",638,"2030-2035",1.992
2,"Bhutan",64,"2030-2035",1.46
2,"Romania",642,"2030-2035",1.546
2,"Russian Federation",643,"2030-2035",1.519
2,"Rwanda",646,"2030-2035",3.259
2,"Saint Lucia",662,"2030-2035",1.497
2,"Saint Vincent and the Grenadines",670,"2030-2035",1.768
2,"Sao Tome and Principe",678,"2030-2035",3.145
2,"Bolivia (Plurinational State of)",68,"2030-2035",2.312
2,"Saudi Arabia",682,"2030-2035",2.097
2,"Senegal",686,"2030-2035",3.637
2,"Serbia",688,"2030-2035",1.581
2,"Seychelles",690,"2030-2035",2.049
2,"Sierra Leone",694,"2030-2035",3.219
2,"Bosnia and Herzegovina",70,"2030-2035",1.596
2,"Singapore",702,"2030-2035",1.145
2,"Slovakia",703,"2030-2035",1.661
2,"Viet Nam",704,"2030-2035",1.695
2,"Slovenia",705,"2030-2035",1.634
2,"Somalia",706,"2030-2035",5.584
2,"South Africa",710,"2030-2035",2.015
2,"Zimbabwe",716,"2030-2035",2.839
2,"Botswana",72,"2030-2035",2.299
2,"Spain",724,"2030-2035",1.248
2,"South Sudan",728,"2030-2035",3.918
2,"Sudan",729,"2030-2035",3.643
2,"Western Sahara",732,"2030-2035",1.85
2,"Suriname",740,"2030-2035",2.173
2,"Swaziland",748,"2030-2035",2.453
2,"Sweden",752,"2030-2035",1.708
2,"Switzerland",756,"2030-2035",1.451
2,"Brazil",76,"2030-2035",1.55
2,"Syrian Arab Republic",760,"2030-2035",2.334
2,"Tajikistan",762,"2030-2035",2.72
2,"Thailand",764,"2030-2035",1.419
2,"Togo",768,"2030-2035",3.434
2,"Tonga",776,"2030-2035",2.887
2,"Trinidad and Tobago",780,"2030-2035",1.704
2,"United Arab Emirates",784,"2030-2035",1.341
2,"Tunisia",788,"2030-2035",1.89
2,"Turkey",792,"2030-2035",1.699
2,"Turkmenistan",795,"2030-2035",2.527
2,"Albania",8,"2030-2035",1.624
2,"Uganda",800,"2030-2035",3.912
2,"Ukraine",804,"2030-2035",1.232
2,"The former Yugoslav Republic of Macedonia",807,"2030-2035",1.59
2,"Egypt",818,"2030-2035",2.633
2,"United Kingdom of Great Britain and Northern Ireland",826,"2030-2035",1.609
2,"United Republic of Tanzania",834,"2030-2035",3.918
2,"Belize",84,"2030-2035",1.871
2,"United States of America",840,"2030-2035",1.673
2,"United States Virgin Islands",850,"2030-2035",1.816
2,"Burkina Faso",854,"2030-2035",4.006
2,"Uruguay",858,"2030-2035",1.435
2,"Uzbekistan",860,"2030-2035",2.542
2,"Venezuela (Bolivarian Republic of)",862,"2030-2035",1.88
2,"Samoa",882,"2030-2035",3.418
2,"Yemen",887,"2030-2035",3.055
2,"Zambia",894,"2030-2035",3.41
2,"Solomon Islands",90,"2030-2035",3.345
2,"World",900,"2030-2035",2.213
2,"Africa",903,"2030-2035",3.691
2,"Latin America and the Caribbean",904,"2030-2035",1.768
2,"Northern America",905,"2030-2035",1.653
2,"Eastern Asia",906,"2030-2035",1.261
2,"Europe",908,"2030-2035",1.521
2,"Oceania",909,"2030-2035",1.958
2,"Eastern Africa",910,"2030-2035",3.522
2,"Middle Africa",911,"2030-2035",4.581
2,"Northern Africa",912,"2030-2035",2.705
2,"Southern Africa",913,"2030-2035",2.085
2,"Western Africa",914,"2030-2035",4.264
2,"Caribbean",915,"2030-2035",1.955
2,"Central America",916,"2030-2035",1.903
2,"South-Eastern Asia",920,"2030-2035",1.885
2,"Western Asia",922,"2030-2035",2.266
2,"Eastern Europe",923,"2030-2035",1.486
2,"Northern Europe",924,"2030-2035",1.627
2,"Southern Europe",925,"2030-2035",1.344
2,"Western Europe",926,"2030-2035",1.621
2,"Australia and New Zealand",927,"2030-2035",1.583
2,"Melanesia",928,"2030-2035",2.583
2,"South America",931,"2030-2035",1.685
2,"Asia",935,"2030-2035",1.822
2,"Micronesia",954,"2030-2035",2.544
2,"Polynesia",957,"2030-2035",2.521
2,"Brunei Darussalam",96,"2030-2035",1.709
2,"Bulgaria",100,"2035-2040",1.615
2,"Myanmar",104,"2035-2040",1.738
2,"Burundi",108,"2035-2040",3.656
2,"Belarus",112,"2035-2040",1.533
2,"Cambodia",116,"2035-2040",1.9
2,"Algeria",12,"2035-2040",2.363
2,"Cameroon",120,"2035-2040",3.207
2,"Canada",124,"2035-2040",1.499
2,"Cape Verde",132,"2035-2040",1.721
2,"Central African Republic",140,"2035-2040",4.489
2,"Sri Lanka",144,"2035-2040",1.673
2,"Chad",148,"2035-2040",4.71
2,"Chile",152,"2035-2040",1.443
2,"China",156,"2035-2040",1.29
2,"Taiwan Province of China",158,"2035-2040",1.227
2,"Colombia",170,"2035-2040",1.665
2,"Comoros",174,"2035-2040",2.982
2,"Mayotte",175,"2035-2040",4.661
2,"Congo",178,"2035-2040",3.015
2,"Democratic Republic of the Congo",180,"2035-2040",4.532
2,"Costa Rica",188,"2035-2040",1.471
2,"Croatia",191,"2035-2040",1.562
2,"Cuba",192,"2035-2040",1.656
2,"Cyprus",196,"2035-2040",1.371
2,"Czech Republic",203,"2035-2040",1.654
2,"Benin",204,"2035-2040",3.667
2,"Denmark",208,"2035-2040",1.79
2,"Dominican Republic",214,"2035-2040",1.874
2,"Ecuador",218,"2035-2040",1.715
2,"El Salvador",222,"2035-2040",1.753
2,"Equatorial Guinea",226,"2035-2040",2.933
2,"Ethiopia",231,"2035-2040",3.07
2,"Eritrea",232,"2035-2040",3.046
2,"Estonia",233,"2035-2040",1.698
2,"Angola",24,"2035-2040",3.695
2,"Fiji",242,"2035-2040",2.13
2,"Finland",246,"2035-2040",1.647
2,"France",250,"2035-2040",1.802
2,"French Guiana",254,"2035-2040",2.621
2,"French Polynesia",258,"2035-2040",1.839
2,"Djibouti",262,"2035-2040",2.168
2,"Gabon",266,"2035-2040",2.567
2,"Georgia",268,"2035-2040",1.899
2,"Gambia",270,"2035-2040",3.118
2,"Occupied Palestinian Territory",275,"2035-2040",2.715
2,"Germany",276,"2035-2040",1.501
2,"Antigua and Barbuda",28,"2035-2040",1.364
2,"Ghana",288,"2035-2040",2.95
2,"Kiribati",296,"2035-2040",2.512
2,"Greece",300,"2035-2040",1.447
2,"Grenada",308,"2035-2040",1.702
2,"Azerbaijan",31,"2035-2040",1.685
2,"Guadeloupe",312,"2035-2040",2.052
2,"Guam",316,"2035-2040",2.24
2,"Argentina",32,"2035-2040",1.693
2,"Guatemala",320,"2035-2040",2.091
2,"Guinea",324,"2035-2040",3.263
2,"Guyana",328,"2035-2040",2.11
2,"Haiti",332,"2035-2040",2.234
2,"Honduras",340,"2035-2040",1.886
2,"Hong Kong Special Administrative Region of China",344,"2035-2040",1.046
2,"Hungary",348,"2035-2040",1.48
2,"Iceland",352,"2035-2040",1.832
2,"India",356,"2035-2040",1.715
2,"Australia",36,"2035-2040",1.59
2,"Indonesia",360,"2035-2040",1.731
2,"Iran (Islamic Republic of)",364,"2035-2040",1.575
2,"Iraq",368,"2035-2040",2.558
2,"Ireland",372,"2035-2040",1.686
2,"Israel",376,"2035-2040",2.569
2,"Italy",380,"2035-2040",1.352
2,"Cote d'Ivoire",384,"2035-2040",3.213
2,"Jamaica",388,"2035-2040",1.481
2,"Japan",392,"2035-2040",1.382
2,"Kazakhstan",398,"2035-2040",2.48
2,"Afghanistan",4,"2035-2040",3.454
2,"Austria",40,"2035-2040",1.454
2,"Jordan",400,"2035-2040",2.162
2,"Kenya",404,"2035-2040",2.638
2,"Democratic People's Republic of Korea",408,"2035-2040",1.403
2,"Republic of Korea",410,"2035-2040",1.105
2,"Kuwait",414,"2035-2040",1.681
2,"Kyrgyzstan",417,"2035-2040",2.461
2,"Lao People's Democratic Republic",418,"2035-2040",2.036
2,"Lebanon",422,"2035-2040",1.74
2,"Lesotho",426,"2035-2040",2.463
2,"Latvia",428,"2035-2040",1.574
2,"Liberia",430,"2035-2040",2.96
2,"Libyan Arab Jamahiriya",434,"2035-2040",2.085
2,"Bahamas",44,"2035-2040",1.424
2,"Lithuania",440,"2035-2040",1.785
2,"Luxembourg",442,"2035-2040",1.475
2,"Macao Special Administrative Region of China",446,"2035-2040",1.023
2,"Madagascar",450,"2035-2040",2.791
2,"Malawi",454,"2035-2040",3.16
2,"Malaysia",458,"2035-2040",1.529
2,"Maldives",462,"2035-2040",1.566
2,"Mali",466,"2035-2040",4.237
2,"Malta",470,"2035-2040",1.301
2,"Martinique",474,"2035-2040",2.028
2,"Mauritania",478,"2035-2040",3.22
2,"Bahrain",48,"2035-2040",1.57
2,"Mauritius",480,"2035-2040",1.466
2,"Mexico",484,"2035-2040",1.802
2,"Mongolia",496,"2035-2040",2.653
2,"Republic of Moldova",498,"2035-2040",1.61
2,"Montenegro",499,"2035-2040",1.631
2,"Bangladesh",50,"2035-2040",1.674
2,"Morocco",504,"2035-2040",1.954
2,"Mozambique",508,"2035-2040",3.285
2,"Armenia",51,"2035-2040",1.778
2,"Oman",512,"2035-2040",2.191
2,"Namibia",516,"2035-2040",2.541
2,"Barbados",52,"2035-2040",1.624
2,"Nepal",524,"2035-2040",1.736
2,"Netherlands",528,"2035-2040",1.626
2,"Curaçao",531,"2035-2040",1.387
2,"Aruba",533,"2035-2040",1.469
2,"New Caledonia",540,"2035-2040",1.816
2,"Vanuatu",548,"2035-2040",2.781
2,"Central Asia",5500,"2035-2040",2.416
2,"Southern Asia",5501,"2035-2040",1.93
2,"New Zealand",554,"2035-2040",1.647
2,"Nicaragua",558,"2035-2040",1.933
2,"Belgium",56,"2035-2040",1.594
2,"Niger",562,"2035-2040",5.425
2,"Nigeria",566,"2035-2040",4.295
2,"Norway",578,"2035-2040",1.669
2,"Micronesia (Federated States of)",583,"2035-2040",2.422
2,"Pakistan",586,"2035-2040",2.96
2,"Panama",591,"2035-2040",1.888
2,"Papua New Guinea",598,"2035-2040",2.351
2,"Paraguay",600,"2035-2040",2.095
2,"Peru",604,"2035-2040",1.797
2,"Philippines",608,"2035-2040",2.233
2,"Poland",616,"2035-2040",1.55
2,"Portugal",620,"2035-2040",1.546
2,"Guinea-Bissau",624,"2035-2040",2.893
2,"Timor-Leste",626,"2035-2040",2.434
2,"Puerto Rico",630,"2035-2040",1.185
2,"Qatar",634,"2035-2040",1.478
2,"Reunion",638,"2035-2040",1.966
2,"Bhutan",64,"2035-2040",1.448
2,"Romania",642,"2035-2040",1.557
2,"Russian Federation",643,"2035-2040",1.562
2,"Rwanda",646,"2035-2040",3.036
2,"Saint Lucia",662,"2035-2040",1.498
2,"Saint Vincent and the Grenadines",670,"2035-2040",1.768
2,"Sao Tome and Principe",678,"2035-2040",2.885
2,"Bolivia (Plurinational State of)",68,"2035-2040",2.169
2,"Saudi Arabia",682,"2035-2040",1.972
2,"Senegal",686,"2035-2040",3.342
2,"Serbia",688,"2035-2040",1.561
2,"Seychelles",690,"2035-2040",1.898
2,"Sierra Leone",694,"2035-2040",2.914
2,"Bosnia and Herzegovina",70,"2035-2040",1.612
2,"Singapore",702,"2035-2040",1.165
2,"Slovakia",703,"2035-2040",1.664
2,"Viet Nam",704,"2035-2040",1.645
2,"Slovenia",705,"2035-2040",1.636
2,"Somalia",706,"2035-2040",5.073
2,"South Africa",710,"2035-2040",1.885
2,"Zimbabwe",716,"2035-2040",2.61
2,"Botswana",72,"2035-2040",2.124
2,"Spain",724,"2035-2040",1.317
2,"South Sudan",728,"2035-2040",3.613
2,"Sudan",729,"2035-2040",3.274
2,"Western Sahara",732,"2035-2040",1.72
2,"Suriname",740,"2035-2040",2.089
2,"Swaziland",748,"2035-2040",2.293
2,"Sweden",752,"2035-2040",1.753
2,"Switzerland",756,"2035-2040",1.476
2,"Brazil",76,"2035-2040",1.544
2,"Syrian Arab Republic",760,"2035-2040",2.178
2,"Tajikistan",762,"2035-2040",2.518
2,"Thailand",764,"2035-2040",1.429
2,"Togo",768,"2035-2040",3.099
2,"Tonga",776,"2035-2040",2.734
2,"Trinidad and Tobago",780,"2035-2040",1.695
2,"United Arab Emirates",784,"2035-2040",1.364
2,"Tunisia",788,"2035-2040",1.784
2,"Turkey",792,"2035-2040",1.685
2,"Turkmenistan",795,"2035-2040",2.367
2,"Albania",8,"2035-2040",1.639
2,"Uganda",800,"2035-2040",3.617
2,"Ukraine",804,"2035-2040",1.315
2,"The former Yugoslav Republic of Macedonia",807,"2035-2040",1.586
2,"Egypt",818,"2035-2040",2.491
2,"United Kingdom of Great Britain and Northern Ireland",826,"2035-2040",1.654
2,"United Republic of Tanzania",834,"2035-2040",3.57
2,"Belize",84,"2035-2040",1.739
2,"United States of America",840,"2035-2040",1.709
2,"United States Virgin Islands",850,"2035-2040",1.704
2,"Burkina Faso",854,"2035-2040",3.682
2,"Uruguay",858,"2035-2040",1.438
2,"Uzbekistan",860,"2035-2040",2.372
2,"Venezuela (Bolivarian Republic of)",862,"2035-2040",1.767
2,"Samoa",882,"2035-2040",3.16
2,"Yemen",887,"2035-2040",2.786
2,"Zambia",894,"2035-2040",3.114
2,"Solomon Islands",90,"2035-2040",3.06
2,"World",900,"2035-2040",2.166
2,"Africa",903,"2035-2040",3.423
2,"Latin America and the Caribbean",904,"2035-2040",1.724
2,"Northern America",905,"2035-2040",1.69
2,"Eastern Asia",906,"2035-2040",1.306
2,"Europe",908,"2035-2040",1.56
2,"Oceania",909,"2035-2040",1.909
2,"Eastern Africa",910,"2035-2040",3.232
2,"Middle Africa",911,"2035-2040",4.125
2,"Northern Africa",912,"2035-2040",2.522
2,"Southern Africa",913,"2035-2040",1.951
2,"Western Africa",914,"2035-2040",3.97
2,"Caribbean",915,"2035-2040",1.883
2,"Central America",916,"2035-2040",1.838
2,"South-Eastern Asia",920,"2035-2040",1.793
2,"Western Asia",922,"2035-2040",2.157
2,"Eastern Europe",923,"2035-2040",1.53
2,"Northern Europe",924,"2035-2040",1.675
2,"Southern Europe",925,"2035-2040",1.388
2,"Western Europe",926,"2035-2040",1.628
2,"Australia and New Zealand",927,"2035-2040",1.599
2,"Melanesia",928,"2035-2040",2.386
2,"South America",931,"2035-2040",1.653
2,"Asia",935,"2035-2040",1.777
2,"Micronesia",954,"2035-2040",2.383
2,"Polynesia",957,"2035-2040",2.449
2,"Brunei Darussalam",96,"2035-2040",1.682
2,"Bulgaria",100,"2040-2045",1.604
2,"Myanmar",104,"2040-2045",1.689
2,"Burundi",108,"2040-2045",3.296
2,"Belarus",112,"2040-2045",1.548
2,"Cambodia",116,"2040-2045",1.757
2,"Algeria",12,"2040-2045",2.194
2,"Cameroon",120,"2040-2045",2.935
2,"Canada",124,"2040-2045",1.556
2,"Cape Verde",132,"2040-2045",1.708
2,"Central African Republic",140,"2040-2045",4.048
2,"Sri Lanka",144,"2040-2045",1.649
2,"Chad",148,"2040-2045",4.225
2,"Chile",152,"2040-2045",1.452
2,"China",156,"2040-2045",1.342
2,"Taiwan Province of China",158,"2040-2045",1.302
2,"Colombia",170,"2040-2045",1.646
2,"Comoros",174,"2040-2045",2.751
