"scenario","name","country_code","period","tfr"
2,"Mayotte",175,"2040-2045",4.583
2,"Congo",178,"2040-2045",2.753
2,"Democratic Republic of the Congo",180,"2040-2045",4.043
2,"Costa Rica",188,"2040-2045",1.476
2,"Croatia",191,"2040-2045",1.568
2,"Cuba",192,"2040-2045",1.643
2,"Cyprus",196,"2040-2045",1.408
2,"Czech Republic",203,"2040-2045",1.663
2,"Benin",204,"2040-2045",3.286
2,"Denmark",208,"2040-2045",1.834
2,"Dominican Republic",214,"2040-2045",1.77
2,"Ecuador",218,"2040-2045",1.674
2,"El Salvador",222,"2040-2045",1.763
2,"Equatorial Guinea",226,"2040-2045",2.673
2,"Ethiopia",231,"2040-2045",2.809
2,"Eritrea",232,"2040-2045",2.804
2,"Estonia",233,"2040-2045",1.7
2,"Angola",24,"2040-2045",3.295
2,"Fiji",242,"2040-2045",2.009
2,"Finland",246,"2040-2045",1.754
2,"France",250,"2040-2045",1.812
2,"French Guiana",254,"2040-2045",2.437
2,"French Polynesia",258,"2040-2045",1.879
2,"Djibouti",262,"2040-2045",2.048
2,"Gabon",266,"2040-2045",2.374
2,"Georgia",268,"2040-2045",1.931
2,"Gambia",270,"2040-2045",2.848
2,"Occupied Palestinian Territory",275,"2040-2045",2.53
2,"Germany",276,"2040-2045",1.501
2,"Antigua and Barbuda",28,"2040-2045",1.357
2,"Ghana",288,"2040-2045",2.77
2,"Kiribati",296,"2040-2045",2.375
2,"Greece",300,"2040-2045",1.475
2,"Grenada",308,"2040-2045",1.691
2,"Azerbaijan",31,"2040-2045",1.678
2,"Guadeloupe",312,"2040-2045",2.013
2,"Guam",316,"2040-2045",2.111
2,"Argentina",32,"2040-2045",1.68
2,"Guatemala",320,"2040-2045",1.956
2,"Guinea",324,"2040-2045",2.995
2,"Guyana",328,"2040-2045",1.974
2,"Haiti",332,"2040-2045",2.108
2,"Honduras",340,"2040-2045",1.769
2,"Hong Kong Special Administrative Region of China",344,"2040-2045",1.136
2,"Hungary",348,"2040-2045",1.494
2,"Iceland",352,"2040-2045",1.88
2,"India",356,"2040-2045",1.661
2,"Australia",36,"2040-2045",1.617
2,"Indonesia",360,"2040-2045",1.646
2,"Iran (Islamic Republic of)",364,"2040-2045",1.532
2,"Iraq",368,"2040-2045",2.366
2,"Ireland",372,"2040-2045",1.728
2,"Israel",376,"2040-2045",2.533
2,"Italy",380,"2040-2045",1.406
2,"Cote d'Ivoire",384,"2040-2045",2.93
2,"Jamaica",388,"2040-2045",1.501
2,"Japan",392,"2040-2045",1.375
2,"Kazakhstan",398,"2040-2045",2.315
2,"Afghanistan",4,"2040-2045",3.168
2,"Austria",40,"2040-2045",1.465
2,"Jordan",400,"2040-2045",2.037
2,"Kenya",404,"2040-2045",2.474
2,"Democratic People's Republic of Korea",408,"2040-2045",1.398
2,"Republic of Korea",410,"2040-2045",1.211
2,"Kuwait",414,"2040-2045",1.645
2,"Kyrgyzstan",417,"2040-2045",2.339
2,"Lao People's Democratic Republic",418,"2040-2045",1.906
2,"Lebanon",422,"2040-2045",1.685
2,"Lesotho",426,"2040-2045",2.307
2,"Latvia",428,"2040-2045",1.596
2,"Liberia",430,"2040-2045",2.707
2,"Libyan Arab Jamahiriya",434,"2040-2045",1.96
2,"Bahamas",44,"2040-2045",1.432
2,"Lithuania",440,"2040-2045",1.817
2,"Luxembourg",442,"2040-2045",1.535
2,"Macao Special Administrative Region of China",446,"2040-2045",1.11
2,"Madagascar",450,"2040-2045",2.578
2,"Malawi",454,"2040-2045",2.923
2,"Malaysia",458,"2040-2045",1.505
2,"Maldives",462,"2040-2045",1.558
2,"Mali",466,"2040-2045",3.76
2,"Malta",470,"2040-2045",1.379
2,"Martinique",474,"2040-2045",1.997
2,"Mauritania",478,"2040-2045",2.947
2,"Bahrain",48,"2040-2045",1.546
2,"Mauritius",480,"2040-2045",1.488
2,"Mexico",484,"2040-2045",1.755
2,"Mongolia",496,"2040-2045",2.583
2,"Republic of Moldova",498,"2040-2045",1.62
2,"Montenegro",499,"2040-2045",1.624
2,"Bangladesh",50,"2040-2045",1.625
2,"Morocco",504,"2040-2045",1.831
2,"Mozambique",508,"2040-2045",2.985
2,"Armenia",51,"2040-2045",1.782
2,"Oman",512,"2040-2045",2.089
2,"Namibia",516,"2040-2045",2.364
2,"Barbados",52,"2040-2045",1.629
2,"Nepal",524,"2040-2045",1.664
2,"Netherlands",528,"2040-2045",1.657
2,"Curaçao",531,"2040-2045",1.373
2,"Aruba",533,"2040-2045",1.461
2,"New Caledonia",540,"2040-2045",1.797
2,"Vanuatu",548,"2040-2045",2.585
2,"Central Asia",5500,"2040-2045",2.271
2,"Southern Asia",5501,"2040-2045",1.874
2,"New Zealand",554,"2040-2045",1.674
2,"Nicaragua",558,"2040-2045",1.806
2,"Belgium",56,"2040-2045",1.626
2,"Niger",562,"2040-2045",4.914
2,"Nigeria",566,"2040-2045",4.027
2,"Norway",578,"2040-2045",1.748
2,"Micronesia (Federated States of)",583,"2040-2045",2.301
2,"Pakistan",586,"2040-2045",2.79
2,"Panama",591,"2040-2045",1.78
2,"Papua New Guinea",598,"2040-2045",2.164
2,"Paraguay",600,"2040-2045",1.944
2,"Peru",604,"2040-2045",1.732
2,"Philippines",608,"2040-2045",2.117
2,"Poland",616,"2040-2045",1.603
2,"Portugal",620,"2040-2045",1.583
2,"Guinea-Bissau",624,"2040-2045",2.654
2,"Timor-Leste",626,"2040-2045",2.262
2,"Puerto Rico",630,"2040-2045",1.263
2,"Qatar",634,"2040-2045",1.481
2,"Reunion",638,"2040-2045",1.937
2,"Bhutan",64,"2040-2045",1.443
2,"Romania",642,"2040-2045",1.558
2,"Russian Federation",643,"2040-2045",1.6
2,"Rwanda",646,"2040-2045",2.829
2,"Saint Lucia",662,"2040-2045",1.5
2,"Saint Vincent and the Grenadines",670,"2040-2045",1.783
2,"Sao Tome and Principe",678,"2040-2045",2.696
2,"Bolivia (Plurinational State of)",68,"2040-2045",2.059
2,"Saudi Arabia",682,"2040-2045",1.835
2,"Senegal",686,"2040-2045",3.102
2,"Serbia",688,"2040-2045",1.553
2,"Seychelles",690,"2040-2045",1.767
2,"Sierra Leone",694,"2040-2045",2.661
2,"Bosnia and Herzegovina",70,"2040-2045",1.617
2,"Singapore",702,"2040-2045",1.196
2,"Slovakia",703,"2040-2045",1.674
2,"Viet Nam",704,"2040-2045",1.598
2,"Slovenia",705,"2040-2045",1.644
2,"Somalia",706,"2040-2045",4.603
2,"South Africa",710,"2040-2045",1.784
2,"Zimbabwe",716,"2040-2045",2.447
2,"Botswana",72,"2040-2045",1.982
2,"Spain",724,"2040-2045",1.395
2,"South Sudan",728,"2040-2045",3.275
2,"Sudan",729,"2040-2045",2.993
2,"Western Sahara",732,"2040-2045",1.604
2,"Suriname",740,"2040-2045",2.018
2,"Swaziland",748,"2040-2045",2.174
2,"Sweden",752,"2040-2045",1.802
2,"Switzerland",756,"2040-2045",1.513
2,"Brazil",76,"2040-2045",1.53
2,"Syrian Arab Republic",760,"2040-2045",2.04
2,"Tajikistan",762,"2040-2045",2.375
2,"Thailand",764,"2040-2045",1.442
2,"Togo",768,"2040-2045",2.821
2,"Tonga",776,"2040-2045",2.546
2,"Trinidad and Tobago",780,"2040-2045",1.701
2,"United Arab Emirates",784,"2040-2045",1.386
2,"Tunisia",788,"2040-2045",1.715
2,"Turkey",792,"2040-2045",1.647
2,"Turkmenistan",795,"2040-2045",2.212
2,"Albania",8,"2040-2045",1.66
2,"Uganda",800,"2040-2045",3.363
2,"Ukraine",804,"2040-2045",1.39
2,"The former Yugoslav Republic of Macedonia",807,"2040-2045",1.578
2,"Egypt",818,"2040-2045",2.357
2,"United Kingdom of Great Britain and Northern Ireland",826,"2040-2045",1.707
2,"United Republic of Tanzania",834,"2040-2045",3.273
2,"Belize",84,"2040-2045",1.667
2,"United States of America",840,"2040-2045",1.74
2,"United States Virgin Islands",850,"2040-2045",1.669
2,"Burkina Faso",854,"2040-2045",3.391
2,"Uruguay",858,"2040-2045",1.445
2,"Uzbekistan",860,"2040-2045",2.215
2,"Venezuela (Bolivarian Republic of)",862,"2040-2045",1.698
2,"Samoa",882,"2040-2045",2.946
2,"Yemen",887,"2040-2045",2.582
2,"Zambia",894,"2040-2045",2.861
2,"Solomon Islands",90,"2040-2045",2.8
2,"World",900,"2040-2045",2.124
2,"Africa",903,"2040-2045",3.178
2,"Latin America and the Caribbean",904,"2040-2045",1.683
2,"Northern America",905,"2040-2045",1.723
2,"Eastern Asia",906,"2040-2045",1.348
2,"Europe",908,"2040-2045",1.593
2,"Oceania",909,"2040-2045",1.869
2,"Eastern Africa",910,"2040-2045",2.984
2,"Middle Africa",911,"2040-2045",3.709
2,"Northern Africa",912,"2040-2045",2.362
2,"Southern Africa",913,"2040-2045",1.843
2,"Western Africa",914,"2040-2045",3.693
2,"Caribbean",915,"2040-2045",1.821
2,"Central America",916,"2040-2045",1.775
2,"South-Eastern Asia",920,"2040-2045",1.725
2,"Western Asia",922,"2040-2045",2.052
2,"Eastern Europe",923,"2040-2045",1.569
2,"Northern Europe",924,"2040-2045",1.728
2,"Southern Europe",925,"2040-2045",1.444
2,"Western Europe",926,"2040-2045",1.631
2,"Australia and New Zealand",927,"2040-2045",1.625
2,"Melanesia",928,"2040-2045",2.204
2,"South America",931,"2040-2045",1.624
2,"Asia",935,"2040-2045",1.745
2,"Micronesia",954,"2040-2045",2.255
2,"Polynesia",957,"2040-2045",2.382
2,"Brunei Darussalam",96,"2040-2045",1.661
2,"Bulgaria",100,"2045-2050",1.611
2,"Myanmar",104,"2045-2050",1.672
2,"Burundi",108,"2045-2050",3.002
2,"Belarus",112,"2045-2050",1.559
2,"Cambodia",116,"2045-2050",1.692
2,"Algeria",12,"2045-2050",2.064
2,"Cameroon",120,"2045-2050",2.701
2,"Canada",124,"2045-2050",1.654
2,"Cape Verde",132,"2045-2050",1.712
2,"Central African Republic",140,"2045-2050",3.687
2,"Sri Lanka",144,"2045-2050",1.647
2,"Chad",148,"2045-2050",3.799
2,"Chile",152,"2045-2050",1.472
2,"China",156,"2045-2050",1.381
2,"Taiwan Province of China",158,"2045-2050",1.428
2,"Colombia",170,"2045-2050",1.642
2,"Comoros",174,"2045-2050",2.569
2,"Mayotte",175,"2045-2050",4.508
2,"Congo",178,"2045-2050",2.551
2,"Democratic Republic of the Congo",180,"2045-2050",3.613
2,"Costa Rica",188,"2045-2050",1.463
2,"Croatia",191,"2045-2050",1.573
2,"Cuba",192,"2045-2050",1.656
2,"Cyprus",196,"2045-2050",1.472
2,"Czech Republic",203,"2045-2050",1.668
2,"Benin",204,"2045-2050",2.984
2,"Denmark",208,"2045-2050",1.914
2,"Dominican Republic",214,"2045-2050",1.727
2,"Ecuador",218,"2045-2050",1.66
2,"El Salvador",222,"2045-2050",1.768
2,"Equatorial Guinea",226,"2045-2050",2.47
2,"Ethiopia",231,"2045-2050",2.604
2,"Eritrea",232,"2045-2050",2.617
2,"Estonia",233,"2045-2050",1.703
2,"Angola",24,"2045-2050",2.978
2,"Fiji",242,"2045-2050",1.908
2,"Finland",246,"2045-2050",1.931
2,"France",250,"2045-2050",1.83
2,"French Guiana",254,"2045-2050",2.29
2,"French Polynesia",258,"2045-2050",1.937
2,"Djibouti",262,"2045-2050",1.894
2,"Gabon",266,"2045-2050",2.211
2,"Georgia",268,"2045-2050",1.935
2,"Gambia",270,"2045-2050",2.617
2,"Occupied Palestinian Territory",275,"2045-2050",2.405
2,"Germany",276,"2045-2050",1.507
2,"Antigua and Barbuda",28,"2045-2050",1.365
2,"Ghana",288,"2045-2050",2.618
2,"Kiribati",296,"2045-2050",2.223
2,"Greece",300,"2045-2050",1.53
2,"Grenada",308,"2045-2050",1.68
2,"Azerbaijan",31,"2045-2050",1.668
2,"Guadeloupe",312,"2045-2050",1.996
2,"Guam",316,"2045-2050",1.97
2,"Argentina",32,"2045-2050",1.668
2,"Guatemala",320,"2045-2050",1.827
2,"Guinea",324,"2045-2050",2.754
2,"Guyana",328,"2045-2050",1.873
2,"Haiti",332,"2045-2050",1.969
2,"Honduras",340,"2045-2050",1.715
2,"Hong Kong Special Administrative Region of China",344,"2045-2050",1.295
2,"Hungary",348,"2045-2050",1.517
2,"Iceland",352,"2045-2050",1.957
2,"India",356,"2045-2050",1.618
2,"Australia",36,"2045-2050",1.665
2,"Indonesia",360,"2045-2050",1.595
2,"Iran (Islamic Republic of)",364,"2045-2050",1.488
2,"Iraq",368,"2045-2050",2.191
2,"Ireland",372,"2045-2050",1.793
2,"Israel",376,"2045-2050",2.493
2,"Italy",380,"2045-2050",1.492
2,"Cote d'Ivoire",384,"2045-2050",2.689
2,"Jamaica",388,"2045-2050",1.522
2,"Japan",392,"2045-2050",1.366
2,"Kazakhstan",398,"2045-2050",2.178
2,"Afghanistan",4,"2045-2050",2.915
2,"Austria",40,"2045-2050",1.48
2,"Jordan",400,"2045-2050",1.883
2,"Kenya",404,"2045-2050",2.335
2,"Democratic People's Republic of Korea",408,"2045-2050",1.398
2,"Republic of Korea",410,"2045-2050",1.389
2,"Kuwait",414,"2045-2050",1.618
2,"Kyrgyzstan",417,"2045-2050",2.196
2,"Lao People's Democratic Republic",418,"2045-2050",1.79
2,"Lebanon",422,"2045-2050",1.656
2,"Lesotho",426,"2045-2050",2.2
2,"Latvia",428,"2045-2050",1.612
2,"Liberia",430,"2045-2050",2.486
2,"Libyan Arab Jamahiriya",434,"2045-2050",1.822
2,"Bahamas",44,"2045-2050",1.441
2,"Lithuania",440,"2045-2050",1.829
2,"Luxembourg",442,"2045-2050",1.643
2,"Macao Special Administrative Region of China",446,"2045-2050",1.255
2,"Madagascar",450,"2045-2050",2.388
2,"Malawi",454,"2045-2050",2.708
2,"Malaysia",458,"2045-2050",1.486
2,"Maldives",462,"2045-2050",1.547
2,"Mali",466,"2045-2050",3.354
2,"Malta",470,"2045-2050",1.514
2,"Martinique",474,"2045-2050",1.973
2,"Mauritania",478,"2045-2050",2.702
2,"Bahrain",48,"2045-2050",1.546
2,"Mauritius",480,"2045-2050",1.501
2,"Mexico",484,"2045-2050",1.717
2,"Mongolia",496,"2045-2050",2.483
2,"Republic of Moldova",498,"2045-2050",1.612
2,"Montenegro",499,"2045-2050",1.623
2,"Bangladesh",50,"2045-2050",1.596
2,"Morocco",504,"2045-2050",1.747
2,"Mozambique",508,"2045-2050",2.727
2,"Armenia",51,"2045-2050",1.777
2,"Oman",512,"2045-2050",1.986
2,"Namibia",516,"2045-2050",2.216
2,"Barbados",52,"2045-2050",1.616
2,"Nepal",524,"2045-2050",1.626
2,"Netherlands",528,"2045-2050",1.72
2,"Curaçao",531,"2045-2050",1.362
2,"Aruba",533,"2045-2050",1.451
2,"New Caledonia",540,"2045-2050",1.781
2,"Vanuatu",548,"2045-2050",2.404
2,"Central Asia",5500,"2045-2050",2.146
2,"Southern Asia",5501,"2045-2050",1.831
2,"New Zealand",554,"2045-2050",1.713
2,"Nicaragua",558,"2045-2050",1.75
2,"Belgium",56,"2045-2050",1.683
2,"Niger",562,"2045-2050",4.462
2,"Nigeria",566,"2045-2050",3.756
2,"Norway",578,"2045-2050",1.882
2,"Micronesia (Federated States of)",583,"2045-2050",2.172
2,"Pakistan",586,"2045-2050",2.651
2,"Panama",591,"2045-2050",1.671
2,"Papua New Guinea",598,"2045-2050",2.01
2,"Paraguay",600,"2045-2050",1.84
2,"Peru",604,"2045-2050",1.692
2,"Philippines",608,"2045-2050",2.005
2,"Poland",616,"2045-2050",1.697
2,"Portugal",620,"2045-2050",1.621
2,"Guinea-Bissau",624,"2045-2050",2.448
2,"Timor-Leste",626,"2045-2050",2.133
2,"Puerto Rico",630,"2045-2050",1.39
2,"Qatar",634,"2045-2050",1.461
2,"Reunion",638,"2045-2050",1.914
2,"Bhutan",64,"2045-2050",1.446
2,"Romania",642,"2045-2050",1.558
2,"Russian Federation",643,"2045-2050",1.632
2,"Rwanda",646,"2045-2050",2.659
2,"Saint Lucia",662,"2045-2050",1.508
2,"Saint Vincent and the Grenadines",670,"2045-2050",1.782
2,"Sao Tome and Principe",678,"2045-2050",2.523
2,"Bolivia (Plurinational State of)",68,"2045-2050",1.93
2,"Saudi Arabia",682,"2045-2050",1.724
2,"Senegal",686,"2045-2050",2.867
2,"Serbia",688,"2045-2050",1.547
2,"Seychelles",690,"2045-2050",1.7
2,"Sierra Leone",694,"2045-2050",2.466
2,"Bosnia and Herzegovina",70,"2045-2050",1.618
2,"Singapore",702,"2045-2050",1.268
2,"Slovakia",703,"2045-2050",1.683
2,"Viet Nam",704,"2045-2050",1.573
2,"Slovenia",705,"2045-2050",1.649
2,"Somalia",706,"2045-2050",4.166
2,"South Africa",710,"2045-2050",1.688
2,"Zimbabwe",716,"2045-2050",2.286
2,"Botswana",72,"2045-2050",1.836
2,"Spain",724,"2045-2050",1.525
2,"South Sudan",728,"2045-2050",2.996
2,"Sudan",729,"2045-2050",2.746
2,"Western Sahara",732,"2045-2050",1.551
2,"Suriname",740,"2045-2050",1.959
2,"Swaziland",748,"2045-2050",2.048
2,"Sweden",752,"2045-2050",1.885
2,"Switzerland",756,"2045-2050",1.585
2,"Brazil",76,"2045-2050",1.527
2,"Syrian Arab Republic",760,"2045-2050",1.879
2,"Tajikistan",762,"2045-2050",2.221
2,"Thailand",764,"2045-2050",1.443
2,"Togo",768,"2045-2050",2.58
2,"Tonga",776,"2045-2050",2.415
2,"Trinidad and Tobago",780,"2045-2050",1.691
2,"United Arab Emirates",784,"2045-2050",1.425
2,"Tunisia",788,"2045-2050",1.686
2,"Turkey",792,"2045-2050",1.613
2,"Turkmenistan",795,"2045-2050",2.076
2,"Albania",8,"2045-2050",1.684
2,"Uganda",800,"2045-2050",3.128
2,"Ukraine",804,"2045-2050",1.491
2,"The former Yugoslav Republic of Macedonia",807,"2045-2050",1.573
2,"Egypt",818,"2045-2050",2.219
2,"United Kingdom of Great Britain and Northern Ireland",826,"2045-2050",1.79
2,"United Republic of Tanzania",834,"2045-2050",3.019
2,"Belize",84,"2045-2050",1.635
2,"United States of America",840,"2045-2050",1.795
2,"United States Virgin Islands",850,"2045-2050",1.658
2,"Burkina Faso",854,"2045-2050",3.131
2,"Uruguay",858,"2045-2050",1.446
2,"Uzbekistan",860,"2045-2050",2.098
2,"Venezuela (Bolivarian Republic of)",862,"2045-2050",1.649
2,"Samoa",882,"2045-2050",2.768
2,"Yemen",887,"2045-2050",2.397
2,"Zambia",894,"2045-2050",2.635
2,"Solomon Islands",90,"2045-2050",2.582
2,"World",900,"2045-2050",2.087
2,"Africa",903,"2045-2050",2.957
2,"Latin America and the Caribbean",904,"2045-2050",1.657
2,"Northern America",905,"2045-2050",1.782
2,"Eastern Asia",906,"2045-2050",1.38
2,"Europe",908,"2045-2050",1.642
2,"Oceania",909,"2045-2050",1.844
2,"Eastern Africa",910,"2045-2050",2.77
2,"Middle Africa",911,"2045-2050",3.351
2,"Northern Africa",912,"2045-2050",2.223
2,"Southern Africa",913,"2045-2050",1.743
2,"Western Africa",914,"2045-2050",3.432
2,"Caribbean",915,"2045-2050",1.771
2,"Central America",916,"2045-2050",1.725
2,"South-Eastern Asia",920,"2045-2050",1.677
2,"Western Asia",922,"2045-2050",1.956
2,"Eastern Europe",923,"2045-2050",1.613
2,"Northern Europe",924,"2045-2050",1.814
2,"Southern Europe",925,"2045-2050",1.534
2,"Western Europe",926,"2045-2050",1.649
2,"Australia and New Zealand",927,"2045-2050",1.672
2,"Melanesia",928,"2045-2050",2.053
2,"South America",931,"2045-2050",1.61
2,"Asia",935,"2045-2050",1.728
2,"Micronesia",954,"2045-2050",2.118
2,"Polynesia",957,"2045-2050",2.339
2,"Brunei Darussalam",96,"2045-2050",1.645
2,"Bulgaria",100,"2050-2055",1.609
2,"Myanmar",104,"2050-2055",1.66
2,"Burundi",108,"2050-2055",2.751
2,"Belarus",112,"2050-2055",1.55
2,"Cambodia",116,"2050-2055",1.668
2,"Algeria",12,"2050-2055",1.911
2,"Cameroon",120,"2050-2055",2.51
2,"Canada",124,"2050-2055",1.64
2,"Cape Verde",132,"2050-2055",1.708
2,"Central African Republic",140,"2050-2055",3.347
2,"Sri Lanka",144,"2050-2055",1.661
2,"Chad",148,"2050-2055",3.412
2,"Chile",152,"2050-2055",1.477
2,"China",156,"2050-2055",1.392
2,"Taiwan Province of China",158,"2050-2055",1.431
2,"Colombia",170,"2050-2055",1.651
2,"Comoros",174,"2050-2055",2.41
2,"Mayotte",175,"2050-2055",4.44
2,"Congo",178,"2050-2055",2.365
2,"Democratic Republic of the Congo",180,"2050-2055",3.248
2,"Costa Rica",188,"2050-2055",1.461
2,"Croatia",191,"2050-2055",1.576
2,"Cuba",192,"2050-2055",1.646
2,"Cyprus",196,"2050-2055",1.459
2,"Czech Republic",203,"2050-2055",1.664
2,"Benin",204,"2050-2055",2.728
2,"Denmark",208,"2050-2055",1.9
2,"Dominican Republic",214,"2050-2055",1.723
2,"Ecuador",218,"2050-2055",1.659
2,"El Salvador",222,"2050-2055",1.787
2,"Equatorial Guinea",226,"2050-2055",2.282
2,"Ethiopia",231,"2050-2055",2.43
2,"Eritrea",232,"2050-2055",2.456
2,"Estonia",233,"2050-2055",1.697
2,"Angola",24,"2050-2055",2.713
2,"Fiji",242,"2050-2055",1.878
2,"Finland",246,"2050-2055",1.911
2,"France",250,"2050-2055",1.814
2,"French Guiana",254,"2050-2055",2.13
2,"French Polynesia",258,"2050-2055",1.939
2,"Djibouti",262,"2050-2055",1.787
2,"Gabon",266,"2050-2055",2.083
2,"Georgia",268,"2050-2055",1.94
2,"Gambia",270,"2050-2055",2.427
2,"Occupied Palestinian Territory",275,"2050-2055",2.249
2,"Germany",276,"2050-2055",1.507
2,"Antigua and Barbuda",28,"2050-2055",1.359
2,"Ghana",288,"2050-2055",2.439
2,"Kiribati",296,"2050-2055",2.092
2,"Greece",300,"2050-2055",1.52
2,"Grenada",308,"2050-2055",1.682
2,"Azerbaijan",31,"2050-2055",1.661
2,"Guadeloupe",312,"2050-2055",2.011
2,"Guam",316,"2050-2055",1.847
2,"Argentina",32,"2050-2055",1.669
2,"Guatemala",320,"2050-2055",1.722
2,"Guinea",324,"2050-2055",2.56
2,"Guyana",328,"2050-2055",1.851
2,"Haiti",332,"2050-2055",1.831
2,"Honduras",340,"2050-2055",1.694
2,"Hong Kong Special Administrative Region of China",344,"2050-2055",1.297
2,"Hungary",348,"2050-2055",1.512
2,"Iceland",352,"2050-2055",1.946
2,"India",356,"2050-2055",1.629
2,"Australia",36,"2050-2055",1.653
2,"Indonesia",360,"2050-2055",1.598
2,"Iran (Islamic Republic of)",364,"2050-2055",1.486
2,"Iraq",368,"2050-2055",2.059
2,"Ireland",372,"2050-2055",1.772
2,"Israel",376,"2050-2055",2.461
2,"Italy",380,"2050-2055",1.477
2,"Cote d'Ivoire",384,"2050-2055",2.502
2,"Jamaica",388,"2050-2055",1.533
2,"Japan",392,"2050-2055",1.372
2,"Kazakhstan",398,"2050-2055",2.046
2,"Afghanistan",4,"2050-2055",2.685
2,"Austria",40,"2050-2055",1.477
2,"Jordan",400,"2050-2055",1.775
2,"Kenya",404,"2050-2055",2.168
2,"Democratic People's Republic of Korea",408,"2050-2055",1.418
2,"Republic of Korea",410,"2050-2055",1.39
2,"Kuwait",414,"2050-2055",1.585
2,"Kyrgyzstan",417,"2050-2055",2.073
2,"Lao People's Democratic Republic",418,"2050-2055",1.747
2,"Lebanon",422,"2050-2055",1.636
2,"Lesotho",426,"2050-2055",2.083
2,"Latvia",428,"2050-2055",1.606
2,"Liberia",430,"2050-2055",2.326
2,"Libyan Arab Jamahiriya",434,"2050-2055",1.709
2,"Bahamas",44,"2050-2055",1.444
2,"Lithuania",440,"2050-2055",1.83
2,"Luxembourg",442,"2050-2055",1.632
2,"Macao Special Administrative Region of China",446,"2050-2055",1.249
2,"Madagascar",450,"2050-2055",2.21
2,"Malawi",454,"2050-2055",2.53
2,"Malaysia",458,"2050-2055",1.482
2,"Maldives",462,"2050-2055",1.534
2,"Mali",466,"2050-2055",3.05
2,"Malta",470,"2050-2055",1.515
2,"Martinique",474,"2050-2055",1.977
2,"Mauritania",478,"2050-2055",2.511
2,"Bahrain",48,"2050-2055",1.516
2,"Mauritius",480,"2050-2055",1.513
2,"Mexico",484,"2050-2055",1.71
2,"Mongolia",496,"2050-2055",2.349
2,"Republic of Moldova",498,"2050-2055",1.608
2,"Montenegro",499,"2050-2055",1.624
2,"Bangladesh",50,"2050-2055",1.601
2,"Morocco",504,"2050-2055",1.72
2,"Mozambique",508,"2050-2055",2.527
2,"Armenia",51,"2050-2055",1.77
2,"Oman",512,"2050-2055",1.853
2,"Namibia",516,"2050-2055",2.078
2,"Barbados",52,"2050-2055",1.612
2,"Nepal",524,"2050-2055",1.636
2,"Netherlands",528,"2050-2055",1.713
2,"Curaçao",531,"2050-2055",1.356
2,"Aruba",533,"2050-2055",1.443
2,"New Caledonia",540,"2050-2055",1.777
2,"Vanuatu",548,"2050-2055",2.241
2,"Central Asia",5500,"2050-2055",2.015
2,"Southern Asia",5501,"2050-2055",1.819
2,"New Zealand",554,"2050-2055",1.7
2,"Nicaragua",558,"2050-2055",1.746
2,"Belgium",56,"2050-2055",1.67
2,"Niger",562,"2050-2055",4.031
2,"Nigeria",566,"2050-2055",3.444
2,"Norway",578,"2050-2055",1.858
2,"Micronesia (Federated States of)",583,"2050-2055",2.064
2,"Pakistan",586,"2050-2055",2.489
2,"Panama",591,"2050-2055",1.631
2,"Papua New Guinea",598,"2050-2055",1.855
2,"Paraguay",600,"2050-2055",1.735
2,"Peru",604,"2050-2055",1.695
2,"Philippines",608,"2050-2055",1.885
