"scenario","name","country_code","period","sex","e0"
2,"Guinea-Bissau",624,"2070-2075","Female",71.3
2,"Timor-Leste",626,"2070-2075","Female",77.1
2,"Puerto Rico",630,"2070-2075","Female",95.3
2,"Qatar",634,"2070-2075","Female",92
2,"Reunion",638,"2070-2075","Female",94.6
2,"Bhutan",64,"2070-2075","Female",85.9
2,"Romania",642,"2070-2075","Female",90.3
2,"Russian Federation",643,"2070-2075","Female",88
2,"Rwanda",646,"2070-2075","Female",75.4
2,"Saint Lucia",662,"2070-2075","Female",89.3
2,"Saint Vincent and the Grenadines",670,"2070-2075","Female",88.3
2,"Sao Tome and Principe",678,"2070-2075","Female",79.3
2,"Bolivia (Plurinational State of)",68,"2070-2075","Female",81.1
2,"Saudi Arabia",682,"2070-2075","Female",89.1
2,"Senegal",686,"2070-2075","Female",79.7
2,"Serbia",688,"2070-2075","Female",90.1
2,"Seychelles",690,"2070-2075","Female",85
2,"Sierra Leone",694,"2070-2075","Female",70.1
2,"Bosnia and Herzegovina",70,"2070-2075","Female",90.8
2,"Singapore",702,"2070-2075","Female",95.5
2,"Slovakia",703,"2070-2075","Female",92
2,"Viet Nam",704,"2070-2075","Female",90.7
2,"Slovenia",705,"2070-2075","Female",94.8
2,"Somalia",706,"2070-2075","Female",71
2,"South Africa",710,"2070-2075","Female",74.4
2,"Zimbabwe",716,"2070-2075","Female",73.4
2,"Botswana",72,"2070-2075","Female",73.2
2,"Spain",724,"2070-2075","Female",97.3
2,"South Sudan",728,"2070-2075","Female",71.7
2,"Sudan",729,"2070-2075","Female",75.9
2,"Western Sahara",732,"2070-2075","Female",80.9
2,"Suriname",740,"2070-2075","Female",86.9
2,"Swaziland",748,"2070-2075","Female",70.1
2,"Sweden",752,"2070-2075","Female",96
2,"Switzerland",756,"2070-2075","Female",97.2
2,"Brazil",76,"2070-2075","Female",90
2,"Syrian Arab Republic",760,"2070-2075","Female",88.7
2,"Tajikistan",762,"2070-2075","Female",83
2,"Thailand",764,"2070-2075","Female",87.3
2,"Togo",768,"2070-2075","Female",74.4
2,"Tonga",776,"2070-2075","Female",87.3
2,"Trinidad and Tobago",780,"2070-2075","Female",88.2
2,"United Arab Emirates",784,"2070-2075","Female",91.4
2,"Tunisia",788,"2070-2075","Female",89.1
2,"Turkey",792,"2070-2075","Female",88.7
2,"Turkmenistan",795,"2070-2075","Female",82.8
2,"Albania",8,"2070-2075","Female",92.6
2,"Uganda",800,"2070-2075","Female",73.3
2,"Ukraine",804,"2070-2075","Female",88.1
2,"The former Yugoslav Republic of Macedonia",807,"2070-2075","Female",89.9
2,"Egypt",818,"2070-2075","Female",86.1
2,"United Kingdom of Great Britain and Northern Ireland",826,"2070-2075","Female",94.8
2,"United Republic of Tanzania",834,"2070-2075","Female",77.1
2,"Belize",84,"2070-2075","Female",89.9
2,"United States of America",840,"2070-2075","Female",93.3
2,"United States Virgin Islands",850,"2070-2075","Female",94.6
2,"Burkina Faso",854,"2070-2075","Female",73.9
2,"Uruguay",858,"2070-2075","Female",93.1
2,"Uzbekistan",860,"2070-2075","Female",84.8
2,"Venezuela (Bolivarian Republic of)",862,"2070-2075","Female",89.8
2,"Samoa",882,"2070-2075","Female",87.7
2,"Yemen",887,"2070-2075","Female",78.7
2,"Zambia",894,"2070-2075","Female",71.9
2,"Solomon Islands",90,"2070-2075","Female",79.8
2,"World",900,"2070-2075","Female",83.7
2,"Africa",903,"2070-2075","Female",74.9
2,"Latin America and the Caribbean",904,"2070-2075","Female",89.9
2,"Northern America",905,"2070-2075","Female",93.6
2,"Eastern Asia",906,"2070-2075","Female",90.1
2,"Europe",908,"2070-2075","Female",93.2
2,"Oceania",909,"2070-2075","Female",90.9
2,"Eastern Africa",910,"2070-2075","Female",75.4
2,"Middle Africa",911,"2070-2075","Female",71.2
2,"Northern Africa",912,"2070-2075","Female",84.6
2,"Southern Africa",913,"2070-2075","Female",74.1
2,"Western Africa",914,"2070-2075","Female",71.7
2,"Caribbean",915,"2070-2075","Female",86.2
2,"Central America",916,"2070-2075","Female",90.3
2,"South-Eastern Asia",920,"2070-2075","Female",85.4
2,"Western Asia",922,"2070-2075","Female",87.5
2,"Eastern Europe",923,"2070-2075","Female",89.2
2,"Northern Europe",924,"2070-2075","Female",94.8
2,"Southern Europe",925,"2070-2075","Female",96.2
2,"Western Europe",926,"2070-2075","Female",96.2
2,"Australia and New Zealand",927,"2070-2075","Female",96.6
2,"Melanesia",928,"2070-2075","Female",78.9
2,"South America",931,"2070-2075","Female",90.1
2,"Asia",935,"2070-2075","Female",85.4
2,"Micronesia",954,"2070-2075","Female",84.1
2,"Polynesia",957,"2070-2075","Female",90
2,"Brunei Darussalam",96,"2070-2075","Female",92.2
2,"Bulgaria",100,"2075-2080","Male",84.9
2,"Myanmar",104,"2075-2080","Male",75
2,"Burundi",108,"2075-2080","Male",70.3
2,"Belarus",112,"2075-2080","Male",82.9
2,"Cambodia",116,"2075-2080","Male",78.3
2,"Algeria",12,"2075-2080","Male",85.6
2,"Cameroon",120,"2075-2080","Male",69.2
2,"Canada",124,"2075-2080","Male",92.7
2,"Cape Verde",132,"2075-2080","Male",85.1
2,"Central African Republic",140,"2075-2080","Male",66.5
2,"Sri Lanka",144,"2075-2080","Male",85.5
2,"Chad",148,"2075-2080","Male",66.5
2,"Chile",152,"2075-2080","Male",90.4
2,"China",156,"2075-2080","Male",85.7
2,"Taiwan Province of China",158,"2075-2080","Male",85.8
2,"Colombia",170,"2075-2080","Male",85.9
2,"Comoros",174,"2075-2080","Male",71.9
2,"Mayotte",175,"2075-2080","Male",88.8
2,"Congo",178,"2075-2080","Male",72.3
2,"Democratic Republic of the Congo",180,"2075-2080","Male",67.2
2,"Costa Rica",188,"2075-2080","Male",89.2
2,"Croatia",191,"2075-2080","Male",88.5
2,"Cuba",192,"2075-2080","Male",88.9
2,"Cyprus",196,"2075-2080","Male",91.6
2,"Czech Republic",203,"2075-2080","Male",88.6
2,"Benin",204,"2075-2080","Male",71.5
2,"Denmark",208,"2075-2080","Male",90.4
2,"Dominican Republic",214,"2075-2080","Male",84.5
2,"Ecuador",218,"2075-2080","Male",87.4
2,"El Salvador",222,"2075-2080","Male",81.9
2,"Equatorial Guinea",226,"2075-2080","Male",69
2,"Ethiopia",231,"2075-2080","Male",73.7
2,"Eritrea",232,"2075-2080","Male",75
2,"Estonia",233,"2075-2080","Male",85.2
2,"Angola",24,"2075-2080","Male",69.3
2,"Fiji",242,"2075-2080","Male",80.6
2,"Finland",246,"2075-2080","Male",91.6
2,"France",250,"2075-2080","Male",92.8
2,"French Guiana",254,"2075-2080","Male",88.3
2,"French Polynesia",258,"2075-2080","Male",87.2
2,"Djibouti",262,"2075-2080","Male",72.7
2,"Gabon",266,"2075-2080","Male",75.2
2,"Georgia",268,"2075-2080","Male",84.5
2,"Gambia",270,"2075-2080","Male",72.8
2,"Occupied Palestinian Territory",275,"2075-2080","Male",85.1
2,"Germany",276,"2075-2080","Male",92.1
2,"Antigua and Barbuda",28,"2075-2080","Male",83.7
2,"Ghana",288,"2075-2080","Male",75.4
2,"Kiribati",296,"2075-2080","Male",71.9
2,"Greece",300,"2075-2080","Male",92
2,"Grenada",308,"2075-2080","Male",86.3
2,"Azerbaijan",31,"2075-2080","Male",81.6
2,"Guadeloupe",312,"2075-2080","Male",91.7
2,"Guam",316,"2075-2080","Male",87.3
2,"Argentina",32,"2075-2080","Male",86.6
2,"Guatemala",320,"2075-2080","Male",81.7
2,"Guinea",324,"2075-2080","Male",70.6
2,"Guyana",328,"2075-2080","Male",79.2
2,"Haiti",332,"2075-2080","Male",74
2,"Honduras",340,"2075-2080","Male",84.2
2,"Hong Kong Special Administrative Region of China",344,"2075-2080","Male",92.9
2,"Hungary",348,"2075-2080","Male",84.6
2,"Iceland",352,"2075-2080","Male",93.8
2,"India",356,"2075-2080","Male",79.4
2,"Australia",36,"2075-2080","Male",93.7
2,"Indonesia",360,"2075-2080","Male",80.6
2,"Iran (Islamic Republic of)",364,"2075-2080","Male",88.3
2,"Iraq",368,"2075-2080","Male",83.5
2,"Ireland",372,"2075-2080","Male",91.4
2,"Israel",376,"2075-2080","Male",91.9
2,"Italy",380,"2075-2080","Male",93.2
2,"Cote d'Ivoire",384,"2075-2080","Male",71
2,"Jamaica",388,"2075-2080","Male",85.1
2,"Japan",392,"2075-2080","Male",93.3
2,"Kazakhstan",398,"2075-2080","Male",80.6
2,"Afghanistan",4,"2075-2080","Male",69.9
2,"Austria",40,"2075-2080","Male",92.3
2,"Jordan",400,"2075-2080","Male",85.8
2,"Kenya",404,"2075-2080","Male",71.4
2,"Democratic People's Republic of Korea",408,"2075-2080","Male",81.4
2,"Republic of Korea",410,"2075-2080","Male",90.8
2,"Kuwait",414,"2075-2080","Male",88.3
2,"Kyrgyzstan",417,"2075-2080","Male",80.4
2,"Lao People's Democratic Republic",418,"2075-2080","Male",76.6
2,"Lebanon",422,"2075-2080","Male",85.7
2,"Lesotho",426,"2075-2080","Male",64
2,"Latvia",428,"2075-2080","Male",84.3
2,"Liberia",430,"2075-2080","Male",71.9
2,"Libyan Arab Jamahiriya",434,"2075-2080","Male",86.2
2,"Bahamas",44,"2075-2080","Male",84.7
2,"Lithuania",440,"2075-2080","Male",84.4
2,"Luxembourg",442,"2075-2080","Male",92
2,"Macao Special Administrative Region of China",446,"2075-2080","Male",92.5
2,"Madagascar",450,"2075-2080","Male",78.6
2,"Malawi",454,"2075-2080","Male",70.9
2,"Malaysia",458,"2075-2080","Male",86.4
2,"Maldives",462,"2075-2080","Male",93.7
2,"Mali",466,"2075-2080","Male",69.5
2,"Malta",470,"2075-2080","Male",91.5
2,"Martinique",474,"2075-2080","Male",90.8
2,"Mauritania",478,"2075-2080","Male",75.6
2,"Bahrain",48,"2075-2080","Male",88.8
2,"Mauritius",480,"2075-2080","Male",85.5
2,"Mexico",484,"2075-2080","Male",87.2
2,"Mongolia",496,"2075-2080","Male",78
2,"Republic of Moldova",498,"2075-2080","Male",80.6
2,"Montenegro",499,"2075-2080","Male",87.9
2,"Bangladesh",50,"2075-2080","Male",82.7
2,"Morocco",504,"2075-2080","Male",83.8
2,"Mozambique",508,"2075-2080","Male",68.4
2,"Armenia",51,"2075-2080","Male",84
2,"Oman",512,"2075-2080","Male",87.3
2,"Namibia",516,"2075-2080","Male",72.3
2,"Barbados",52,"2075-2080","Male",88.7
2,"Nepal",524,"2075-2080","Male",82.7
2,"Netherlands",528,"2075-2080","Male",92.8
2,"Curaçao",531,"2075-2080","Male",83.6
2,"Aruba",533,"2075-2080","Male",87.4
2,"New Caledonia",540,"2075-2080","Male",86.7
2,"Vanuatu",548,"2075-2080","Male",81.3
2,"Central Asia",5500,"2075-2080","Male",80.3
2,"Southern Asia",5501,"2075-2080","Male",79.5
2,"New Zealand",554,"2075-2080","Male",92.6
2,"Nicaragua",558,"2075-2080","Male",83.9
2,"Belgium",56,"2075-2080","Male",91.5
2,"Niger",562,"2075-2080","Male",70.1
2,"Nigeria",566,"2075-2080","Male",67.8
2,"Norway",578,"2075-2080","Male",93
2,"Micronesia (Federated States of)",583,"2075-2080","Male",80
2,"Pakistan",586,"2075-2080","Male",77.1
2,"Panama",591,"2075-2080","Male",87.5
2,"Papua New Guinea",598,"2075-2080","Male",74.4
2,"Paraguay",600,"2075-2080","Male",83.7
2,"Peru",604,"2075-2080","Male",84.6
2,"Philippines",608,"2075-2080","Male",81.2
2,"Poland",616,"2075-2080","Male",86.8
2,"Portugal",620,"2075-2080","Male",90.8
2,"Guinea-Bissau",624,"2075-2080","Male",67.7
2,"Timor-Leste",626,"2075-2080","Male",73.8
2,"Puerto Rico",630,"2075-2080","Male",89.4
2,"Qatar",634,"2075-2080","Male",91.8
2,"Reunion",638,"2075-2080","Male",89.5
2,"Bhutan",64,"2075-2080","Male",83
2,"Romania",642,"2075-2080","Male",85.1
2,"Russian Federation",643,"2075-2080","Male",81.3
2,"Rwanda",646,"2075-2080","Male",71.8
2,"Saint Lucia",662,"2075-2080","Male",85
2,"Saint Vincent and the Grenadines",670,"2075-2080","Male",85.2
2,"Sao Tome and Principe",678,"2075-2080","Male",75.6
2,"Bolivia (Plurinational State of)",68,"2075-2080","Male",77.6
2,"Saudi Arabia",682,"2075-2080","Male",86.8
2,"Senegal",686,"2075-2080","Male",76.4
2,"Serbia",688,"2075-2080","Male",86.5
2,"Seychelles",690,"2075-2080","Male",79.9
2,"Sierra Leone",694,"2075-2080","Male",67.6
2,"Bosnia and Herzegovina",70,"2075-2080","Male",87.4
2,"Singapore",702,"2075-2080","Male",91.7
2,"Slovakia",703,"2075-2080","Male",86.9
2,"Viet Nam",704,"2075-2080","Male",86.4
2,"Slovenia",705,"2075-2080","Male",89.7
2,"Somalia",706,"2075-2080","Male",67.8
2,"South Africa",710,"2075-2080","Male",70.1
2,"Zimbabwe",716,"2075-2080","Male",70.2
2,"Botswana",72,"2075-2080","Male",70
2,"Spain",724,"2075-2080","Male",93.3
2,"South Sudan",728,"2075-2080","Male",68.5
2,"Sudan",729,"2075-2080","Male",71.2
2,"Western Sahara",732,"2075-2080","Male",78.8
2,"Suriname",740,"2075-2080","Male",82.7
2,"Swaziland",748,"2075-2080","Male",66.6
2,"Sweden",752,"2075-2080","Male",93.4
2,"Switzerland",756,"2075-2080","Male",94.3
2,"Brazil",76,"2075-2080","Male",85.2
2,"Syrian Arab Republic",760,"2075-2080","Male",85
2,"Tajikistan",762,"2075-2080","Male",79.2
2,"Thailand",764,"2075-2080","Male",81.4
2,"Togo",768,"2075-2080","Male",72.3
2,"Tonga",776,"2075-2080","Male",83.6
2,"Trinidad and Tobago",780,"2075-2080","Male",83.5
2,"United Arab Emirates",784,"2075-2080","Male",89.3
2,"Tunisia",788,"2075-2080","Male",85.1
2,"Turkey",792,"2075-2080","Male",84.6
2,"Turkmenistan",795,"2075-2080","Male",78.1
2,"Albania",8,"2075-2080","Male",88.4
2,"Uganda",800,"2075-2080","Male",70.2
2,"Ukraine",804,"2075-2080","Male",81.4
2,"The former Yugoslav Republic of Macedonia",807,"2075-2080","Male",86.7
2,"Egypt",818,"2075-2080","Male",82.9
2,"United Kingdom of Great Britain and Northern Ireland",826,"2075-2080","Male",91.8
2,"United Republic of Tanzania",834,"2075-2080","Male",73.9
2,"Belize",84,"2075-2080","Male",87.4
2,"United States of America",840,"2075-2080","Male",89.3
2,"United States Virgin Islands",850,"2075-2080","Male",89
2,"Burkina Faso",854,"2075-2080","Male",71.3
2,"Uruguay",858,"2075-2080","Male",87.9
2,"Uzbekistan",860,"2075-2080","Male",80.9
2,"Venezuela (Bolivarian Republic of)",862,"2075-2080","Male",84.9
2,"Samoa",882,"2075-2080","Male",83.7
2,"Yemen",887,"2075-2080","Male",74.7
2,"Zambia",894,"2075-2080","Male",68.2
2,"Solomon Islands",90,"2075-2080","Male",76.7
2,"World",900,"2075-2080","Male",79.7
2,"Africa",903,"2075-2080","Male",71.7
2,"Latin America and the Caribbean",904,"2075-2080","Male",85.4
2,"Northern America",905,"2075-2080","Male",89.6
2,"Eastern Asia",906,"2075-2080","Male",86.2
2,"Europe",908,"2075-2080","Male",88.7
2,"Oceania",909,"2075-2080","Male",87
2,"Eastern Africa",910,"2075-2080","Male",72.1
2,"Middle Africa",911,"2075-2080","Male",67.8
2,"Northern Africa",912,"2075-2080","Male",80.9
2,"Southern Africa",913,"2075-2080","Male",70
2,"Western Africa",914,"2075-2080","Male",69.6
2,"Caribbean",915,"2075-2080","Male",82.2
2,"Central America",916,"2075-2080","Male",86.1
2,"South-Eastern Asia",920,"2075-2080","Male",81.5
2,"Western Asia",922,"2075-2080","Male",84.2
2,"Eastern Europe",923,"2075-2080","Male",82.8
2,"Northern Europe",924,"2075-2080","Male",91.6
2,"Southern Europe",925,"2075-2080","Male",92.2
2,"Western Europe",926,"2075-2080","Male",92.5
2,"Australia and New Zealand",927,"2075-2080","Male",93.6
2,"Melanesia",928,"2075-2080","Male",75.2
2,"South America",931,"2075-2080","Male",85.4
2,"Asia",935,"2075-2080","Male",81.9
2,"Micronesia",954,"2075-2080","Male",79.4
2,"Polynesia",957,"2075-2080","Male",85.5
2,"Brunei Darussalam",96,"2075-2080","Male",89.4
2,"Bulgaria",100,"2075-2080","Female",90.9
2,"Myanmar",104,"2075-2080","Female",79.9
2,"Burundi",108,"2075-2080","Female",72.8
2,"Belarus",112,"2075-2080","Female",90.6
2,"Cambodia",116,"2075-2080","Female",82.7
2,"Algeria",12,"2075-2080","Female",89
2,"Cameroon",120,"2075-2080","Female",73.1
2,"Canada",124,"2075-2080","Female",97.2
2,"Cape Verde",132,"2075-2080","Female",91.5
2,"Central African Republic",140,"2075-2080","Female",71.2
2,"Sri Lanka",144,"2075-2080","Female",91.3
2,"Chad",148,"2075-2080","Female",70.6
2,"Chile",152,"2075-2080","Female",95.9
2,"China",156,"2075-2080","Female",90
2,"Taiwan Province of China",158,"2075-2080","Female",90.4
2,"Colombia",170,"2075-2080","Female",91.7
2,"Comoros",174,"2075-2080","Female",75.9
2,"Mayotte",175,"2075-2080","Female",94.9
2,"Congo",178,"2075-2080","Female",76.1
2,"Democratic Republic of the Congo",180,"2075-2080","Female",71.6
2,"Costa Rica",188,"2075-2080","Female",94.5
2,"Croatia",191,"2075-2080","Female",93.7
2,"Cuba",192,"2075-2080","Female",94.1
2,"Cyprus",196,"2075-2080","Female",95.6
2,"Czech Republic",203,"2075-2080","Female",94.4
2,"Benin",204,"2075-2080","Female",75.5
2,"Denmark",208,"2075-2080","Female",94.9
2,"Dominican Republic",214,"2075-2080","Female",89.7
2,"Ecuador",218,"2075-2080","Female",92.3
2,"El Salvador",222,"2075-2080","Female",90.5
2,"Equatorial Guinea",226,"2075-2080","Female",73.1
2,"Ethiopia",231,"2075-2080","Female",78.2
2,"Eritrea",232,"2075-2080","Female",79.3
2,"Estonia",233,"2075-2080","Female",92.7
2,"Angola",24,"2075-2080","Female",73.8
2,"Fiji",242,"2075-2080","Female",85.2
2,"Finland",246,"2075-2080","Female",96.9
2,"France",250,"2075-2080","Female",98.3
2,"French Guiana",254,"2075-2080","Female",93.9
2,"French Polynesia",258,"2075-2080","Female",92.4
2,"Djibouti",262,"2075-2080","Female",77
2,"Gabon",266,"2075-2080","Female",79.2
2,"Georgia",268,"2075-2080","Female",90.9
2,"Gambia",270,"2075-2080","Female",76.5
2,"Occupied Palestinian Territory",275,"2075-2080","Female",89
2,"Germany",276,"2075-2080","Female",96.4
2,"Antigua and Barbuda",28,"2075-2080","Female",86.7
2,"Ghana",288,"2075-2080","Female",79.1
2,"Kiribati",296,"2075-2080","Female",77.8
2,"Greece",300,"2075-2080","Female",96.7
2,"Grenada",308,"2075-2080","Female",90.4
2,"Azerbaijan",31,"2075-2080","Female",86.8
2,"Guadeloupe",312,"2075-2080","Female",97.1
2,"Guam",316,"2075-2080","Female",92.4
2,"Argentina",32,"2075-2080","Female",93.2
2,"Guatemala",320,"2075-2080","Female",87.5
2,"Guinea",324,"2075-2080","Female",74.4
2,"Guyana",328,"2075-2080","Female",84.7
2,"Haiti",332,"2075-2080","Female",78.2
2,"Honduras",340,"2075-2080","Female",88.9
2,"Hong Kong Special Administrative Region of China",344,"2075-2080","Female",98.7
2,"Hungary",348,"2075-2080","Female",91.6
2,"Iceland",352,"2075-2080","Female",97.1
2,"India",356,"2075-2080","Female",83
2,"Australia",36,"2075-2080","Female",97.7
2,"Indonesia",360,"2075-2080","Female",84.8
2,"Iran (Islamic Republic of)",364,"2075-2080","Female",92.7
2,"Iraq",368,"2075-2080","Female",88.2
2,"Ireland",372,"2075-2080","Female",95.9
2,"Israel",376,"2075-2080","Female",96.4
2,"Italy",380,"2075-2080","Female",98
2,"Cote d'Ivoire",384,"2075-2080","Female",74.6
2,"Jamaica",388,"2075-2080","Female",89
2,"Japan",392,"2075-2080","Female",99.5
2,"Kazakhstan",398,"2075-2080","Female",87.2
2,"Afghanistan",4,"2075-2080","Female",73.8
2,"Austria",40,"2075-2080","Female",96.8
2,"Jordan",400,"2075-2080","Female",89.7
2,"Kenya",404,"2075-2080","Female",75.6
2,"Democratic People's Republic of Korea",408,"2075-2080","Female",88
2,"Republic of Korea",410,"2075-2080","Female",97
2,"Kuwait",414,"2075-2080","Female",91.5
2,"Kyrgyzstan",417,"2075-2080","Female",86.3
2,"Lao People's Democratic Republic",418,"2075-2080","Female",80.7
2,"Lebanon",422,"2075-2080","Female",89.9
2,"Lesotho",426,"2075-2080","Female",67.6
2,"Latvia",428,"2075-2080","Female",91.5
2,"Liberia",430,"2075-2080","Female",75.4
2,"Libyan Arab Jamahiriya",434,"2075-2080","Female",91.2
2,"Bahamas",44,"2075-2080","Female",90.7
2,"Lithuania",440,"2075-2080","Female",92.2
2,"Luxembourg",442,"2075-2080","Female",96.2
2,"Macao Special Administrative Region of China",446,"2075-2080","Female",97.5
2,"Madagascar",450,"2075-2080","Female",82.6
2,"Malawi",454,"2075-2080","Female",75.4
2,"Malaysia",458,"2075-2080","Female",90.8
2,"Maldives",462,"2075-2080","Female",97
2,"Mali",466,"2075-2080","Female",73
2,"Malta",470,"2075-2080","Female",96.1
2,"Martinique",474,"2075-2080","Female",96.4
2,"Mauritania",478,"2075-2080","Female",79.7
2,"Bahrain",48,"2075-2080","Female",91.4
2,"Mauritius",480,"2075-2080","Female",90.9
2,"Mexico",484,"2075-2080","Female",92.2
2,"Mongolia",496,"2075-2080","Female",84.5
2,"Republic of Moldova",498,"2075-2080","Female",87
2,"Montenegro",499,"2075-2080","Female",92.8
2,"Bangladesh",50,"2075-2080","Female",86.5
2,"Morocco",504,"2075-2080","Female",88.1
2,"Mozambique",508,"2075-2080","Female",72.6
2,"Armenia",51,"2075-2080","Female",90.3
2,"Oman",512,"2075-2080","Female",91.6
2,"Namibia",516,"2075-2080","Female",76
2,"Barbados",52,"2075-2080","Female",93.6
2,"Nepal",524,"2075-2080","Female",86.4
2,"Netherlands",528,"2075-2080","Female",96.4
2,"Curaçao",531,"2075-2080","Female",88.1
2,"Aruba",533,"2075-2080","Female",92
2,"New Caledonia",540,"2075-2080","Female",92.8
2,"Vanuatu",548,"2075-2080","Female",85.6
2,"Central Asia",5500,"2075-2080","Female",85.7
2,"Southern Asia",5501,"2075-2080","Female",83.3
2,"New Zealand",554,"2075-2080","Female",96.1
2,"Nicaragua",558,"2075-2080","Female",89.1
2,"Belgium",56,"2075-2080","Female",96.7
2,"Niger",562,"2075-2080","Female",73.3
2,"Nigeria",566,"2075-2080","Female",70.8
2,"Norway",578,"2075-2080","Female",97
2,"Micronesia (Federated States of)",583,"2075-2080","Female",84.5
2,"Pakistan",586,"2075-2080","Female",81.2
2,"Panama",591,"2075-2080","Female",93.1
2,"Papua New Guinea",598,"2075-2080","Female",78.9
2,"Paraguay",600,"2075-2080","Female",88.1
2,"Peru",604,"2075-2080","Female",89.9
2,"Philippines",608,"2075-2080","Female",86
2,"Poland",616,"2075-2080","Female",93.6
2,"Portugal",620,"2075-2080","Female",96.4
2,"Guinea-Bissau",624,"2075-2080","Female",72.2
2,"Timor-Leste",626,"2075-2080","Female",77.8
2,"Puerto Rico",630,"2075-2080","Female",96.2
2,"Qatar",634,"2075-2080","Female",92.8
2,"Reunion",638,"2075-2080","Female",95.4
2,"Bhutan",64,"2075-2080","Female",87.1
2,"Romania",642,"2075-2080","Female",91.3
2,"Russian Federation",643,"2075-2080","Female",88.9
2,"Rwanda",646,"2075-2080","Female",76
2,"Saint Lucia",662,"2075-2080","Female",90.4
2,"Saint Vincent and the Grenadines",670,"2075-2080","Female",89.3
2,"Sao Tome and Principe",678,"2075-2080","Female",80
2,"Bolivia (Plurinational State of)",68,"2075-2080","Female",82.1
2,"Saudi Arabia",682,"2075-2080","Female",90
2,"Senegal",686,"2075-2080","Female",80.6
2,"Serbia",688,"2075-2080","Female",91.1
2,"Seychelles",690,"2075-2080","Female",85.6
2,"Sierra Leone",694,"2075-2080","Female",71
2,"Bosnia and Herzegovina",70,"2075-2080","Female",91.8
2,"Singapore",702,"2075-2080","Female",96.3
2,"Slovakia",703,"2075-2080","Female",93
2,"Viet Nam",704,"2075-2080","Female",91.8
2,"Slovenia",705,"2075-2080","Female",95.7
2,"Somalia",706,"2075-2080","Female",72.2
2,"South Africa",710,"2075-2080","Female",75
2,"Zimbabwe",716,"2075-2080","Female",74.4
2,"Botswana",72,"2075-2080","Female",73.7
2,"Spain",724,"2075-2080","Female",98.3
2,"South Sudan",728,"2075-2080","Female",73
2,"Sudan",729,"2075-2080","Female",76.6
2,"Western Sahara",732,"2075-2080","Female",81.7
2,"Suriname",740,"2075-2080","Female",87.9
2,"Swaziland",748,"2075-2080","Female",70.9
2,"Sweden",752,"2075-2080","Female",97
2,"Switzerland",756,"2075-2080","Female",98.2
2,"Brazil",76,"2075-2080","Female",91
2,"Syrian Arab Republic",760,"2075-2080","Female",90.1
2,"Tajikistan",762,"2075-2080","Female",84
2,"Thailand",764,"2075-2080","Female",87.7
2,"Togo",768,"2075-2080","Female",75.7
2,"Tonga",776,"2075-2080","Female",88.5
2,"Trinidad and Tobago",780,"2075-2080","Female",89.1
2,"United Arab Emirates",784,"2075-2080","Female",92.2
2,"Tunisia",788,"2075-2080","Female",90
2,"Turkey",792,"2075-2080","Female",89.5
2,"Turkmenistan",795,"2075-2080","Female",83.8
2,"Albania",8,"2075-2080","Female",93.6
2,"Uganda",800,"2075-2080","Female",74.2
2,"Ukraine",804,"2075-2080","Female",88.9
2,"The former Yugoslav Republic of Macedonia",807,"2075-2080","Female",90.9
2,"Egypt",818,"2075-2080","Female",87.3
2,"United Kingdom of Great Britain and Northern Ireland",826,"2075-2080","Female",95.8
2,"United Republic of Tanzania",834,"2075-2080","Female",77.9
2,"Belize",84,"2075-2080","Female",91.1
2,"United States of America",840,"2075-2080","Female",94.3
2,"United States Virgin Islands",850,"2075-2080","Female",95.8
2,"Burkina Faso",854,"2075-2080","Female",75.1
2,"Uruguay",858,"2075-2080","Female",94.1
2,"Uzbekistan",860,"2075-2080","Female",85.8
2,"Venezuela (Bolivarian Republic of)",862,"2075-2080","Female",91
2,"Samoa",882,"2075-2080","Female",88.8
2,"Yemen",887,"2075-2080","Female",79.6
2,"Zambia",894,"2075-2080","Female",72.5
2,"Solomon Islands",90,"2075-2080","Female",80.6
2,"World",900,"2075-2080","Female",84.5
2,"Africa",903,"2075-2080","Female",75.9
2,"Latin America and the Caribbean",904,"2075-2080","Female",91
2,"Northern America",905,"2075-2080","Female",94.6
2,"Eastern Asia",906,"2075-2080","Female",90.8
2,"Europe",908,"2075-2080","Female",94.2
2,"Oceania",909,"2075-2080","Female",91.7
2,"Eastern Africa",910,"2075-2080","Female",76.3
2,"Middle Africa",911,"2075-2080","Female",72.2
2,"Northern Africa",912,"2075-2080","Female",85.5
2,"Southern Africa",913,"2075-2080","Female",74.7
2,"Western Africa",914,"2075-2080","Female",73
2,"Caribbean",915,"2075-2080","Female",87.1
2,"Central America",916,"2075-2080","Female",91.4
2,"South-Eastern Asia",920,"2075-2080","Female",86.3
2,"Western Asia",922,"2075-2080","Female",88.4
2,"Eastern Europe",923,"2075-2080","Female",90.1
2,"Northern Europe",924,"2075-2080","Female",95.8
2,"Southern Europe",925,"2075-2080","Female",97.2
2,"Western Europe",926,"2075-2080","Female",97.2
2,"Australia and New Zealand",927,"2075-2080","Female",97.5
2,"Melanesia",928,"2075-2080","Female",79.8
2,"South America",931,"2075-2080","Female",91.2
2,"Asia",935,"2075-2080","Female",86.2
2,"Micronesia",954,"2075-2080","Female",84.9
2,"Polynesia",957,"2075-2080","Female",90.8
2,"Brunei Darussalam",96,"2075-2080","Female",93.5
2,"Bulgaria",100,"2080-2085","Male",86
2,"Myanmar",104,"2080-2085","Male",76
